experience_level_code,job_title,job category code,salary_in_usd,salary_in_usd_code,remote_ratio,company_location,company_size,company_size_code
3,Data Scientist,5,180000,2,0,US,M,2
3,Data Scientist,5,180000,2,0,US,M,2
3,Data Scientist,5,180560,2,0,US,M,2
3,Data Scientist,5,182000,2,0,US,M,2
3,Data Scientist,5,182000,2,0,US,M,2
3,Data Scientist,5,182200,2,100,US,M,2
3,Data Scientist,5,183000,2,100,US,M,2
3,Data Scientist,5,183000,2,100,US,M,2
3,Data Scientist,5,183000,2,0,US,M,2
2,Data Scientist,5,183310,2,0,US,M,2
2,Data Scientist,5,183310,2,0,US,M,2
3,Data Scientist,5,183500,2,100,US,M,2
3,Data Scientist,5,183500,2,100,US,M,2
3,Data Scientist,5,183500,2,100,US,M,2
3,Data Scientist,5,183500,2,100,US,M,2
3,Data Scientist,5,183500,2,100,US,M,2
4,Data Scientist,5,185000,2,0,US,M,2
3,Data Scientist,5,185000,2,100,US,M,2
3,Data Scientist,5,185000,2,100,US,M,2
3,Data Scientist,5,185000,2,0,US,M,2
3,Data Scientist,5,185000,2,0,US,M,2
3,Data Scientist,5,185000,2,100,US,M,2
3,Data Scientist,5,185900,2,0,US,M,2
3,Data Scientist,5,185900,2,0,US,M,2
3,Data Scientist,5,185900,2,0,US,M,2
3,Data Scientist,5,185900,2,0,US,M,2
3,Data Scientist,5,185900,2,0,US,M,2
3,Data Scientist,5,185900,2,0,US,M,2
3,Data Scientist,5,186000,2,0,US,M,2
3,Data Scientist,5,186000,2,0,US,M,2
3,Data Scientist,5,186300,2,100,US,M,2
3,Data Scientist,5,186300,2,100,US,M,2
2,Data Scientist,5,187500,2,0,US,M,2
1,Data Scientist,5,190000,2,0,US,M,2
3,Data Scientist,5,190000,2,0,US,M,2
3,Data Scientist,5,190000,2,0,US,M,2
3,Data Scientist,5,190000,2,0,US,M,2
3,Data Scientist,5,190000,2,0,US,M,2
3,Data Scientist,5,191765,2,0,US,M,2
3,Data Scientist,5,195000,2,0,US,M,2
3,Data Scientist,5,195000,2,0,US,M,2
3,Data Scientist,5,195000,2,0,US,M,2
3,Data Scientist,5,198200,2,100,US,M,2
3,Data Scientist,5,198200,2,100,US,M,2
3,Data Scientist,5,198200,2,100,US,M,2
3,Data Scientist,5,198200,2,0,US,M,2
3,Data Scientist,5,199000,2,0,US,M,2
3,Data Scientist,5,199098,2,100,US,M,2
4,Data Scientist,5,200000,2,0,US,M,2
4,Data Scientist,5,200000,2,0,US,M,2
4,Data Scientist,5,200000,2,0,US,M,2
2,Data Scientist,5,200000,2,100,US,M,2
3,Data Scientist,5,200000,2,100,US,M,2
3,Data Scientist,5,200000,2,100,US,M,2
3,Data Scientist,5,200160,3,0,US,M,2
3,Data Scientist,5,200160,3,0,US,M,2
3,Data Scientist,5,201000,3,0,US,M,2
3,Data Scientist,5,201000,3,0,US,M,2
3,Data Scientist,5,201036,3,0,US,M,2
3,Data Scientist,5,201450,3,100,US,M,2
3,Data Scientist,5,203000,3,100,US,M,2
3,Data Scientist,5,203500,3,0,US,M,2
3,Data Scientist,5,205000,3,0,US,M,2
3,Data Scientist,5,205000,3,100,US,M,2
3,Data Scientist,5,209300,3,100,US,M,2
3,Data Scientist,5,209450,3,100,US,M,2
3,Data Scientist,5,210000,3,0,US,M,2
3,Data Scientist,5,210000,3,0,US,M,2
3,Data Scientist,5,210000,3,0,US,M,2
3,Data Scientist,5,210550,3,0,US,M,2
3,Data Scientist,5,212750,3,100,US,M,2
3,Data Scientist,5,215050,3,100,US,M,2
3,Data Scientist,5,216100,3,0,US,M,2
3,Data Scientist,5,218500,3,100,US,M,2
3,Data Scientist,5,220000,3,0,US,M,2
3,Data Scientist,5,223800,3,0,US,M,2
3,Data Scientist,5,225000,3,0,US,M,2
3,Data Scientist,5,225000,3,0,US,M,2
3,Data Scientist,5,225000,3,0,US,M,2
3,Data Scientist,5,225000,3,100,US,M,2
3,Data Scientist,5,225000,3,0,US,M,2
3,Data Scientist,5,225000,3,100,US,M,2
3,Data Scientist,5,225000,3,0,US,M,2
3,Data Scientist,5,228000,3,0,US,M,2
3,Data Scientist,5,228000,3,0,US,M,2
3,Data Scientist,5,235000,3,100,US,M,2
3,Data Scientist,5,237000,3,100,US,M,2
3,Data Scientist,5,237000,3,0,US,M,2
3,Data Scientist,5,237000,3,100,US,M,2
3,Data Scientist,5,237000,3,100,US,M,2
3,Data Scientist,5,237000,3,100,US,M,2
3,Data Scientist,5,237000,3,100,US,M,2
3,Data Scientist,5,238000,3,100,US,M,2
3,Data Scientist,5,239000,3,0,US,L,3
3,Data Scientist,5,239748,3,0,US,M,2
3,Data Scientist,5,239748,3,0,US,M,2
3,Data Scientist,5,240000,3,100,US,M,2
3,Data Scientist,5,245000,3,100,US,M,2
3,Data Scientist,5,245000,3,0,US,M,2
3,Data Scientist,5,245000,3,0,US,M,2
3,Data Scientist,5,250000,3,0,US,M,2
3,Data Scientist,5,250000,3,0,US,M,2
3,Data Scientist,5,252000,3,0,US,M,2
3,Data Scientist,5,257000,3,0,US,M,2
4,Data Scientist,5,258750,3,0,US,M,2
3,Data Scientist,5,260000,3,0,US,M,2
3,Data Scientist,5,262000,3,100,US,M,2
3,Data Scientist,5,272550,3,0,US,M,2
3,Data Scientist,5,275300,3,100,US,M,2
3,Data Scientist,5,275300,3,100,US,M,2
3,Data Scientist,5,275300,3,100,US,M,2
3,Data Scientist,5,275300,3,100,US,M,2
3,Data Scientist,5,275300,3,100,US,M,2
3,Data Scientist,5,275300,3,100,US,M,2
3,Data Scientist,5,275300,3,100,US,M,2
3,Data Scientist,5,285800,3,100,US,M,2
3,Data Scientist,5,297300,3,100,US,M,2
3,Data Scientist,5,297300,3,100,US,M,2
3,Data Scientist,5,297300,3,100,US,M,2
4,Data Scientist,5,300000,3,0,US,M,2
3,Data Scientist,5,300240,4,0,US,M,2
3,Data Scientist,5,300240,4,0,US,M,2
3,Data Scientist,5,317070,4,0,US,M,2
3,Data Scientist,5,370000,4,0,US,M,2
3,Data Architect,6,105200,2,0,US,M,2
2,Data Architect,6,106500,2,0,US,M,2
2,Data Architect,6,106500,2,0,US,M,2
3,Data Architect,6,110000,2,100,US,M,2
3,Data Architect,6,113000,2,0,US,M,2
3,Data Architect,6,113000,2,0,US,M,2
3,Data Architect,6,113000,2,0,US,M,2
3,Data Architect,6,113000,2,0,US,M,2
3,Data Architect,6,113000,2,0,US,M,2
3,Data Architect,6,113900,2,100,US,M,2
3,Data Architect,6,113900,2,100,US,M,2
3,Data Architect,6,114000,2,100,US,M,2
3,Data Architect,6,115000,2,100,US,M,2
3,Data Architect,6,115000,2,100,US,M,2
3,Data Architect,6,115000,2,100,US,M,2
3,Data Architect,6,115000,2,100,US,M,2
3,Data Architect,6,115000,2,100,US,M,2
3,Data Architect,6,117000,2,100,US,M,2
3,Data Architect,6,120000,2,0,US,M,2
3,Data Architect,6,125000,2,100,US,M,2
3,Data Architect,6,149040,2,100,US,M,2
3,Data Architect,6,149040,2,100,US,M,2
4,Data Architect,6,155000,2,0,US,M,2
3,Data Architect,6,159500,2,0,US,M,2
3,Data Architect,6,160000,2,100,US,M,2
2,Data Architect,6,167500,2,0,US,M,2
2,Data Architect,6,167500,2,0,US,M,2
3,Data Architect,6,168100,2,100,US,M,2
3,Data Architect,6,168400,2,0,US,M,2
3,Data Architect,6,170000,2,100,US,M,2
3,Data Architect,6,170000,2,100,US,M,2
3,Data Architect,6,174500,2,0,US,M,2
3,Data Architect,6,174500,2,0,US,M,2
3,Data Architect,6,174500,2,0,US,M,2
3,Data Architect,6,174500,2,0,US,M,2
3,Data Architect,6,174500,2,0,US,M,2
4,Data Architect,6,180000,2,0,US,M,2
3,Data Architect,6,180000,2,100,US,M,2
3,Data Architect,6,180000,2,100,US,M,2
3,Data Architect,6,180000,2,100,US,M,2
3,Data Architect,6,180000,2,100,US,M,2
3,Data Architect,6,188500,2,100,US,M,2
3,Data Architect,6,198000,2,100,US,M,2
3,Data Architect,6,200000,2,100,US,M,2
3,Data Architect,6,200000,2,100,US,M,2
3,Data Architect,6,213120,3,100,US,M,2
3,Data Architect,6,228000,3,0,US,M,2
3,Data Architect,6,250500,3,0,US,M,2
3,Data Architect,6,280100,3,100,US,M,2
3,Data Architect,6,376080,4,100,US,M,2
