,work_year,experience_level,experience_level_code,employment_type,employment_type_code,job_title,job category code,salary,salary_currency,salary_in_usd,salary_in_usd_code,employee_residence,remote_ratio,company_location,company_size,company_size_code
220,2023,SE,3,FT,2,Analytics Engineer,3,143860,USD,143860,3,US,0,US,M,2
332,2023,MI,2,FT,2,Data Engineer,2,143865,USD,143865,3,US,0,US,M,2
610,2023,SE,3,FT,2,Data Engineer,2,144000,USD,144000,3,US,100,US,M,2
796,2023,SE,3,FT,2,Data Scientist,5,144000,USD,144000,3,US,100,US,M,2
955,2023,SE,3,FT,2,Data Analyst,1,145000,USD,145000,3,US,0,US,M,2
1305,2023,SE,3,FT,2,Data Analyst,1,145000,USD,145000,3,US,0,US,M,2
1353,2023,SE,3,FT,2,Data Analyst,1,145000,USD,145000,3,US,0,US,M,2
1102,2023,SE,3,FT,2,Data Analyst,1,145000,USD,145000,3,US,100,US,M,2
1673,2023,SE,3,FT,2,Data Analyst,1,145000,USD,145000,3,US,0,US,M,2
90,2023,SE,3,FT,2,Data Analyst,1,145000,USD,145000,3,US,100,US,M,2
189,2023,SE,3,FT,2,Data Engineer,2,145000,USD,145000,3,US,0,US,M,2
227,2023,SE,3,FT,2,Data Engineer,2,145000,USD,145000,3,US,0,US,M,2
564,2023,SE,3,FT,2,Data Engineer,2,145000,USD,145000,3,US,0,US,M,2
709,2023,SE,3,FT,2,Data Engineer,2,145000,USD,145000,3,US,0,US,M,2
806,2023,EX,4,FT,2,Data Engineer,2,145000,USD,145000,3,US,0,US,M,2
923,2023,SE,3,FT,2,Data Engineer,2,145000,USD,145000,3,US,0,US,M,2
1020,2023,SE,3,FT,2,Data Engineer,2,145000,USD,145000,3,US,0,US,M,2
1159,2023,SE,3,FT,2,Data Engineer,2,145000,USD,145000,3,US,0,US,M,2
1495,2023,SE,3,FT,2,Data Engineer,2,145000,USD,145000,3,US,0,US,M,2
1186,2023,MI,2,FT,2,Data Engineer,2,145000,USD,145000,3,US,0,US,M,2
1188,2023,MI,2,FT,2,Data Engineer,2,145000,USD,145000,3,US,0,US,M,2
1699,2023,SE,3,FT,2,Data Engineer,2,145000,USD,145000,3,US,0,US,M,2
907,2023,EX,4,FT,2,Data Engineer,2,145000,USD,145000,3,US,0,US,M,2
1060,2023,MI,2,FT,2,Machine Learning Engineer,4,145000,USD,145000,3,US,0,US,M,2
1203,2023,SE,3,FT,2,Machine Learning Engineer,4,145000,USD,145000,3,US,0,US,M,2
319,2023,SE,3,FT,2,Data Scientist,5,145000,USD,145000,3,US,0,US,M,2
363,2023,SE,3,FT,2,Data Scientist,5,145000,USD,145000,3,US,100,US,M,2
388,2023,SE,3,FT,2,Data Scientist,5,145000,USD,145000,3,US,100,US,M,2
715,2023,EX,4,FT,2,Data Scientist,5,145000,USD,145000,3,US,0,US,M,2
1669,2023,SE,3,FT,2,Data Scientist,5,145000,USD,145000,3,US,100,US,M,2
1600,2023,SE,3,FT,2,Data Scientist,5,145000,USD,145000,3,US,100,US,M,2
1717,2023,EX,4,FT,2,Data Scientist,5,145000,USD,145000,3,US,0,US,M,2
1761,2023,SE,3,FT,2,Data Scientist,5,145000,USD,145000,3,US,100,US,M,2
1782,2023,MI,2,FT,2,Data Scientist,5,145000,USD,145000,3,US,0,US,M,2
1788,2023,MI,2,FT,2,Data Scientist,5,145000,USD,145000,3,US,0,US,M,2
1556,2023,EX,4,FT,2,Data Scientist,5,145000,USD,145000,3,US,0,US,M,2
1686,2023,SE,3,FT,2,Data Scientist,5,145000,USD,145000,3,US,100,US,M,2
1318,2023,SE,3,FT,2,Data Scientist,5,145000,USD,145000,3,US,100,US,M,2
718,2023,SE,3,FT,2,Data Scientist,5,145000,USD,145000,3,US,100,US,M,2
1496,2023,EN,1,FT,2,Machine Learning Engineer,4,145885,USD,145885,3,US,0,US,M,2
132,2023,SE,3,FT,2,Data Engineer,2,146000,USD,146000,3,US,0,US,M,2
1799,2023,MI,2,FT,2,Data Engineer,2,146000,USD,146000,3,US,0,US,M,2
308,2023,SE,3,FT,2,Data Engineer,2,146000,USD,146000,3,US,0,US,M,2
1155,2023,MI,2,FT,2,Data Engineer,2,146000,USD,146000,3,US,0,US,M,2
1781,2023,SE,3,FT,2,Data Engineer,2,146000,USD,146000,3,US,100,US,M,2
905,2023,SE,3,FT,2,Data Engineer,2,146000,USD,146000,3,US,100,US,M,2
947,2023,SE,3,FT,2,Data Scientist,5,146000,USD,146000,3,US,0,US,M,2
987,2023,SE,3,FT,2,Data Engineer,2,146115,USD,146115,3,US,100,US,M,2
996,2023,SE,3,FT,2,Data Engineer,2,147000,USD,147000,3,US,0,US,M,2
1200,2023,SE,3,FT,2,Machine Learning Engineer,4,147000,USD,147000,3,US,0,US,M,2
1355,2023,MI,2,FT,2,ML Engineer,4,147000,USD,147000,3,US,0,US,M,2
1627,2023,SE,3,FT,2,Data Modeler,2,147100,USD,147100,3,US,0,US,M,2
1765,2023,SE,3,FT,2,Data Engineer,2,147100,USD,147100,3,US,0,US,M,2
1771,2023,SE,3,FT,2,Machine Learning Engineer,4,147100,USD,147100,3,US,0,US,M,2
578,2023,SE,3,FT,2,Data Scientist,5,147100,USD,147100,3,US,0,US,M,2
721,2023,SE,3,FT,2,Data Scientist,5,147100,USD,147100,3,US,0,US,M,2
152,2023,SE,3,FT,2,Data Analyst,1,148500,USD,148500,3,US,0,US,M,2
120,2023,MI,2,FT,2,Machine Learning Engineer,4,148500,USD,148500,3,US,0,US,M,2
402,2023,SE,3,FT,2,Data Analyst,1,148700,USD,148700,3,US,0,US,M,2
546,2023,SE,3,FT,2,Data Scientist,5,148750,USD,148750,3,US,0,US,M,2
537,2023,SE,3,FT,2,Data Scientist,5,148750,USD,148750,3,US,0,US,M,2
1133,2023,SE,3,FT,2,Data Architect,6,149040,USD,149040,3,US,100,US,M,2
1401,2023,SE,3,FT,2,Data Architect,6,149040,USD,149040,3,US,100,US,M,2
101,2023,SE,3,FT,2,Data Scientist,5,149076,USD,149076,3,US,0,US,M,2
508,2023,SE,3,FT,2,Data Scientist,5,149076,USD,149076,3,US,0,US,M,2
829,2023,SE,3,FT,2,Data Scientist,5,149076,USD,149076,3,US,0,US,M,2
944,2023,SE,3,FT,2,Data Analyst,1,149500,USD,149500,3,US,100,US,M,2
1438,2023,MI,2,FT,2,Data Engineer,2,149600,USD,149600,3,US,0,US,M,2
1583,2023,MI,2,FT,2,Data Engineer,2,149600,USD,149600,3,US,0,US,M,2
159,2023,MI,2,FT,2,Data Analyst,1,150000,USD,150000,3,US,100,US,M,2
171,2023,EN,1,FT,2,Data Analyst,1,150000,USD,150000,3,US,0,US,M,2
224,2023,MI,2,FT,2,Data Analyst,1,150000,USD,150000,3,US,0,US,M,2
235,2023,MI,2,FT,2,Data Analyst,1,150000,USD,150000,3,US,0,US,M,2
237,2023,MI,2,FT,2,Data Analyst,1,150000,USD,150000,3,US,0,US,M,2
330,2023,MI,2,FT,2,Data Analyst,1,150000,USD,150000,3,US,0,US,M,2
379,2023,SE,3,FT,2,Data Engineer,2,150000,USD,150000,3,US,100,US,M,2
511,2023,SE,3,FT,2,Data Engineer,2,150000,USD,150000,3,US,0,US,M,2
535,2023,SE,3,FT,2,Data Engineer,2,150000,USD,150000,3,US,0,US,M,2
627,2023,SE,3,FT,2,Data Engineer,2,150000,USD,150000,3,US,0,US,M,2
886,2023,SE,3,FT,2,Data Engineer,2,150000,USD,150000,3,US,100,US,M,2
1366,2023,SE,3,FT,2,Data Engineer,2,150000,USD,150000,3,US,100,US,M,2
1405,2023,MI,2,FT,2,Data Engineer,2,150000,USD,150000,3,US,0,US,M,2
1628,2023,SE,3,FT,2,Data Engineer,2,150000,USD,150000,3,US,100,US,M,2
1659,2023,SE,3,FT,2,Analytics Engineer,3,150000,USD,150000,3,US,100,US,M,2
244,2023,SE,3,FT,2,Analytics Engineer,3,150000,USD,150000,3,US,0,US,M,2
261,2023,SE,3,FT,2,Machine Learning Engineer,4,150000,USD,150000,3,US,0,US,M,2
291,2023,SE,3,FT,2,Machine Learning Engineer,4,150000,USD,150000,3,US,100,US,M,2
390,2023,MI,2,FT,2,Machine Learning Engineer,4,150000,USD,150000,3,US,0,US,M,2
416,2023,SE,3,FT,2,Machine Learning Engineer,4,150000,USD,150000,3,US,100,US,M,2
418,2023,SE,3,FT,2,Machine Learning Engineer,4,150000,USD,150000,3,US,100,US,M,2
553,2023,SE,3,FT,2,Machine Learning Engineer,4,150000,USD,150000,3,US,0,US,M,2
620,2023,SE,3,FT,2,Machine Learning Engineer,4,150000,USD,150000,3,US,0,US,M,2
689,2023,MI,2,FT,2,Machine Learning Engineer,4,150000,USD,150000,3,US,100,US,M,2
699,2023,SE,3,FT,2,ML Engineer,4,150000,USD,150000,3,US,0,US,M,2
708,2023,SE,3,FT,2,Data Scientist,5,150000,USD,150000,3,US,0,US,M,2
1292,2023,SE,3,FT,2,Data Scientist,5,150000,USD,150000,3,US,0,US,M,2
1447,2023,MI,2,FT,2,Data Scientist,5,150000,USD,150000,3,US,100,US,M,2
1574,2023,MI,2,FT,2,Data Scientist,5,150000,USD,150000,3,US,100,US,M,2
1597,2023,SE,3,FT,2,Data Scientist,5,150000,USD,150000,3,US,0,US,M,2
1642,2023,SE,3,FT,2,Data Scientist,5,150000,USD,150000,3,US,0,US,M,2
96,2023,SE,3,FT,2,Data Scientist,5,150000,USD,150000,3,US,0,US,M,2
1791,2023,MI,2,FT,2,Machine Learning Engineer,4,150450,USD,150450,4,US,100,US,M,2
423,2023,EX,4,FT,2,Data Engineer,2,150900,USD,150900,4,US,0,US,M,2
469,2023,MI,2,FT,2,Data Engineer,2,151000,USD,151000,4,US,0,US,M,2
749,2023,MI,2,FT,2,Data Scientist,5,151410,USD,151410,4,US,100,US,M,2
868,2023,SE,3,FT,2,Data Scientist,5,152000,USD,152000,4,US,0,US,M,2
1150,2023,SE,3,FT,2,Data Scientist,5,152000,USD,152000,4,US,0,US,M,2
1162,2023,SE,3,FT,2,Data Analyst,1,152380,USD,152380,4,US,0,US,M,2
1592,2023,SE,3,FT,2,Analytics Engineer,3,152500,USD,152500,4,US,0,US,M,2
287,2023,SE,3,FT,2,Analytics Engineer,3,152900,USD,152900,4,US,100,US,M,2
835,2023,EX,4,FT,2,Analytics Engineer,3,153000,USD,153000,4,US,100,US,M,2
351,2023,SE,3,FT,2,Machine Learning Engineer,4,153088,USD,153088,4,US,100,US,M,2
343,2023,SE,3,FT,2,Machine Learning Engineer,4,153090,USD,153090,4,US,0,US,M,2
729,2023,SE,3,FT,2,Data Scientist,5,153300,USD,153300,4,US,0,US,M,2
15,2023,SE,3,FT,2,Machine Learning Engineer,4,153400,USD,153400,4,US,0,US,M,2
691,2023,SE,3,FT,2,Machine Learning Engineer,4,153400,USD,153400,4,US,0,US,M,2
1209,2023,SE,3,FT,2,Machine Learning Engineer,4,153400,USD,153400,4,US,0,US,M,2
9,2023,SE,3,FT,2,Data Scientist,5,153400,USD,153400,4,US,0,US,M,2
1073,2023,SE,3,FT,2,Data Analyst,1,153600,USD,153600,4,US,0,US,M,2
1086,2023,SE,3,FT,2,Data Analyst,1,153600,USD,153600,4,US,0,US,M,2
263,2023,SE,3,FT,2,Data Analyst,1,153600,USD,153600,4,US,0,US,M,2
1135,2023,SE,3,FT,2,Data Analyst,1,153600,USD,153600,4,US,0,US,M,2
509,2023,SE,3,FT,2,Data Analyst,1,153600,USD,153600,4,US,0,US,M,2
831,2023,SE,3,FT,2,Data Analyst,1,153600,USD,153600,4,US,0,US,M,2
1310,2023,SE,3,FT,2,Data Analyst,1,153600,USD,153600,4,US,0,US,M,2
641,2023,SE,3,FT,2,Data Engineer,2,153600,USD,153600,4,US,100,US,M,2
730,2023,SE,3,FT,2,Data Engineer,2,153600,USD,153600,4,US,100,US,M,2
866,2023,SE,3,FT,2,Data Engineer,2,153600,USD,153600,4,US,0,US,M,2
1050,2023,SE,3,FT,2,Data Engineer,2,153600,USD,153600,4,US,0,US,M,2
1306,2023,MI,2,FT,2,Data Analyst,1,154000,USD,154000,4,US,0,US,M,2
282,2023,MI,2,FT,2,Data Engineer,2,154000,USD,154000,4,US,0,US,M,2
551,2023,SE,3,FT,2,Data Engineer,2,154000,USD,154000,4,US,0,US,M,2
874,2023,SE,3,FT,2,Data Scientist,5,154000,USD,154000,4,US,0,US,M,2
19,2023,SE,3,FT,2,Data Scientist,5,154600,USD,154600,4,US,100,US,M,2
864,2023,SE,3,FT,2,Data Analyst,1,155000,USD,155000,4,US,0,US,M,2
1406,2023,SE,3,FT,2,Data Analyst,1,155000,USD,155000,4,US,100,US,M,2
1533,2023,EX,4,FT,2,Data Architect,6,155000,USD,155000,4,US,0,US,M,2
1688,2023,SE,3,FT,2,Data Engineer,2,155000,USD,155000,4,US,0,US,M,2
1812,2023,SE,3,FT,2,Data Scientist,5,155000,USD,155000,4,US,0,US,M,2
169,2023,SE,3,FT,2,Data Scientist,5,155000,USD,155000,4,US,0,US,M,2
940,2023,SE,3,FT,2,Data Scientist,5,156000,USD,156000,4,US,100,US,M,2
208,2023,SE,3,FT,2,Data Scientist,5,156400,USD,156400,4,US,0,US,M,2
361,2023,SE,3,FT,2,Data Scientist,5,156400,USD,156400,4,US,0,US,M,2
374,2023,SE,3,FT,2,Data Scientist,5,156400,USD,156400,4,US,100,US,M,2
587,2023,SE,3,FT,2,Data Scientist,5,156400,USD,156400,4,US,100,US,M,2
1372,2023,SE,3,FT,2,Data Scientist,5,156400,USD,156400,4,US,0,US,M,2
1540,2023,SE,3,FT,2,Data Scientist,5,156400,USD,156400,4,US,100,US,M,2
1541,2023,SE,3,FT,2,Data Scientist,5,156400,USD,156400,4,US,0,US,M,2
1697,2023,SE,3,FT,2,Data Scientist,5,157750,USD,157750,4,US,100,US,M,2
1091,2023,SE,3,FT,2,Data Scientist,5,158677,USD,158677,4,US,100,US,M,2
1753,2023,SE,3,FT,2,Data Architect,6,159500,USD,159500,4,US,0,US,M,2
166,2023,SE,3,FT,2,Data Scientist,5,159832,USD,159832,4,US,0,US,M,2
669,2023,SE,3,FT,2,Data Scientist,5,159832,USD,159832,4,US,0,US,M,2
740,2023,MI,2,FT,2,Data Analyst,1,160000,USD,160000,4,US,0,US,M,2
1124,2023,SE,3,FT,2,Data Analyst,1,160000,USD,160000,4,US,100,US,M,2
1130,2023,MI,2,FT,2,Data Analyst,1,160000,USD,160000,4,US,0,US,M,2
1380,2023,SE,3,FT,2,Data Analyst,1,160000,USD,160000,4,US,100,US,M,2
1420,2023,SE,3,FT,2,Data Architect,6,160000,USD,160000,4,US,100,US,M,2
1432,2023,SE,3,FT,2,Data Engineer,2,160000,USD,160000,4,US,0,US,M,2
1365,2023,SE,3,FT,2,Data Engineer,2,160000,USD,160000,4,US,100,US,M,2
1755,2023,SE,3,FT,2,Data Engineer,2,160000,USD,160000,4,US,0,US,M,2
18,2023,SE,3,FT,2,Data Engineer,2,160000,USD,160000,4,US,100,US,M,2
115,2023,SE,3,FT,2,Data Engineer,2,160000,USD,160000,4,US,100,US,M,2
825,2023,SE,3,FT,2,Data Engineer,2,160000,USD,160000,4,US,0,US,M,2
888,2023,SE,3,FT,2,Data Engineer,2,160000,USD,160000,4,US,100,US,M,2
966,2023,SE,3,FT,2,Data Engineer,2,160000,USD,160000,4,US,100,US,M,2
1498,2023,SE,3,FT,2,Data Engineer,2,160000,USD,160000,4,US,100,US,M,2
1636,2023,SE,3,FT,2,Data Engineer,2,160000,USD,160000,4,US,0,US,M,2
514,2023,SE,3,FT,2,Data Engineer,2,160000,USD,160000,4,US,0,US,M,2
747,2023,SE,3,FT,2,Data Engineer,2,160000,USD,160000,4,US,100,US,M,2
846,2023,SE,3,FT,2,Data Engineer,2,160000,USD,160000,4,US,100,US,M,2
884,2023,EN,1,FT,2,Data Engineer,2,160000,USD,160000,4,US,0,US,M,2
963,2023,SE,3,FT,2,Data Engineer,2,160000,USD,160000,4,US,100,US,M,2
1671,2023,SE,3,FT,2,Data Engineer,2,160000,USD,160000,4,US,0,US,M,2
1748,2023,SE,3,FT,2,Data Engineer,2,160000,USD,160000,4,US,100,US,M,2
326,2023,EN,1,FT,2,Data Engineer,2,160000,USD,160000,4,US,0,US,M,2
1650,2023,SE,3,FT,2,Data Engineer,2,160000,USD,160000,4,US,0,US,M,2
563,2023,EN,1,FT,2,Data Engineer,2,160000,USD,160000,4,US,0,US,M,2
1335,2023,SE,3,FT,2,Data Engineer,2,160000,USD,160000,4,US,0,US,M,2
485,2023,SE,3,FT,2,Data Engineer,2,160000,USD,160000,4,US,100,US,M,2
1561,2023,EN,1,FT,2,Data Engineer,2,160000,USD,160000,4,US,0,US,M,2
240,2023,MI,2,FT,2,ML Engineer,4,160000,USD,160000,4,US,0,US,M,2
1434,2023,SE,3,FT,2,Data Scientist,5,160000,USD,160000,4,US,0,US,M,2
1009,2023,SE,3,FT,2,Data Scientist,5,160000,USD,160000,4,US,0,US,M,2
107,2023,SE,3,FT,2,Data Scientist,5,160000,USD,160000,4,US,0,US,M,2
268,2023,SE,3,FT,2,Data Scientist,5,160000,USD,160000,4,US,0,US,M,2
297,2023,SE,3,FT,2,Data Scientist,5,160000,USD,160000,4,US,100,US,M,2
1120,2023,SE,3,FT,2,Data Scientist,5,160000,USD,160000,4,US,0,US,M,2
1272,2023,SE,3,FT,2,Data Analyst,1,161500,USD,161500,4,US,100,US,M,2
823,2023,SE,3,FT,2,Data Engineer,2,161800,USD,161800,4,US,100,US,M,2
839,2023,SE,3,FT,2,Data Engineer,2,161800,USD,161800,4,US,0,US,M,2
847,2023,SE,3,FT,2,Data Engineer,2,162000,USD,162000,4,US,0,US,M,2
1005,2023,SE,3,FT,2,Data Scientist,5,162000,USD,162000,4,US,0,US,M,2
1620,2023,MI,2,FT,2,Data Engineer,2,162500,USD,162500,4,US,0,US,M,2
443,2023,MI,2,FT,2,Data Engineer,2,162500,USD,162500,4,US,0,US,M,2
557,2023,MI,2,FT,2,Data Engineer,2,162500,USD,162500,4,US,0,US,M,2
651,2023,SE,3,FT,2,Data Engineer,2,162500,USD,162500,4,US,100,US,M,2
854,2023,SE,3,FT,2,Data Engineer,2,162500,USD,162500,4,US,100,US,M,2
1058,2023,MI,2,FT,2,Data Engineer,2,162500,USD,162500,4,US,0,US,M,2
1237,2023,SE,3,FT,2,Data Scientist,5,162500,USD,162500,4,US,0,US,M,2
1392,2023,SE,3,FT,2,Data Scientist,5,162500,USD,162500,4,US,0,US,M,2
643,2023,EN,1,FT,2,Machine Learning Engineer,4,163196,USD,163196,4,US,0,US,M,2
814,2023,SE,3,FT,2,Data Engineer,2,163625,USD,163625,4,US,100,US,M,2
934,2023,SE,3,FT,2,Data Engineer,2,163800,USD,163800,4,US,0,US,M,2
1042,2023,SE,3,FT,2,Data Engineer,2,163800,USD,163800,4,US,0,US,M,2
577,2023,SE,3,FT,2,Data Engineer,2,163800,USD,163800,4,US,0,US,M,2
912,2023,SE,3,FT,2,Data Engineer,2,163800,USD,163800,4,US,0,US,M,2
924,2023,SE,3,FT,2,Data Engineer,2,163800,USD,163800,4,US,0,US,M,2
410,2023,SE,3,FT,2,Machine Learning Engineer,4,163800,USD,163800,4,US,0,US,M,2
1461,2023,SE,3,FT,2,Machine Learning Engineer,4,163800,USD,163800,4,US,0,US,M,2
129,2023,SE,3,FT,2,Machine Learning Engineer,4,163800,USD,163800,4,US,0,US,M,2
381,2023,SE,3,FT,2,Machine Learning Engineer,4,163800,USD,163800,4,US,0,US,M,2
795,2023,SE,3,FT,2,Data Analyst,1,165000,USD,165000,4,US,100,US,M,2
954,2023,SE,3,FT,2,Data Analyst,1,165000,USD,165000,4,US,100,US,M,2
1352,2023,SE,3,FT,2,Data Analyst,1,165000,USD,165000,4,US,100,US,M,2
1772,2023,MI,2,FT,2,Data Analyst,1,165000,USD,165000,4,US,0,US,M,2
412,2023,SE,3,FT,2,Data Engineer,2,165000,USD,165000,4,US,0,US,M,2
178,2023,SE,3,FT,2,Data Engineer,2,165000,USD,165000,4,US,0,US,M,2
405,2023,SE,3,FT,2,Data Engineer,2,165000,USD,165000,4,US,100,US,M,2
419,2023,SE,3,FT,2,Data Engineer,2,165000,USD,165000,4,US,0,US,M,2
906,2023,SE,3,FT,2,Data Engineer,2,165000,USD,165000,4,US,100,US,M,2
315,2023,MI,2,FT,2,Analytics Engineer,3,165000,USD,165000,4,US,0,US,M,2
1157,2023,SE,3,FT,2,Data Scientist,5,165000,USD,165000,4,US,0,US,M,2
1333,2023,SE,3,FT,2,Data Scientist,5,165000,USD,165000,4,US,100,US,M,2
357,2023,SE,3,FT,2,Data Scientist,5,165000,USD,165000,4,US,0,US,M,2
26,2023,MI,2,FT,2,Data Scientist,5,165000,USD,165000,4,US,0,US,M,2
939,2023,SE,3,FT,2,Data Engineer,2,166000,USD,166000,4,US,100,US,M,2
1170,2023,SE,3,FT,2,Data Engineer,2,166000,USD,166000,4,US,100,US,M,2
1194,2023,SE,3,FT,2,Analytics Engineer,3,167000,USD,167000,4,US,0,US,M,2
1283,2023,SE,3,FT,2,Data Engineer,2,167200,USD,167200,4,US,100,US,M,2
1359,2023,MI,2,FT,2,Data Architect,6,167500,USD,167500,4,US,0,US,M,2
1385,2023,MI,2,FT,2,Data Architect,6,167500,USD,167500,4,US,0,US,M,2
1430,2023,SE,3,FT,2,Data Engineer,2,167500,USD,167500,4,US,0,US,M,2
1544,2023,EX,4,FT,2,Data Engineer,2,167500,USD,167500,4,US,0,US,M,2
1490,2023,SE,3,FT,2,Data Engineer,2,167500,USD,167500,4,US,0,US,M,2
1218,2023,SE,3,FT,2,Data Engineer,2,167580,USD,167580,4,US,0,US,M,2
188,2023,SE,3,FT,2,Data Engineer,2,167580,USD,167580,4,US,0,US,M,2
259,2023,SE,3,FT,2,Data Scientist,5,168000,USD,168000,4,US,100,US,M,2
384,2023,SE,3,FT,2,Data Architect,6,168100,USD,168100,4,US,100,US,M,2
459,2023,SE,3,FT,2,Data Analyst,1,168400,USD,168400,4,US,0,US,M,2
593,2023,SE,3,FT,2,Data Architect,6,168400,USD,168400,4,US,0,US,M,2
664,2023,SE,3,FT,2,Data Engineer,2,168400,USD,168400,4,US,0,US,M,2
755,2023,SE,3,FT,2,Data Scientist,5,168400,USD,168400,4,US,0,US,M,2
926,2023,SE,3,FT,2,Data Analyst,1,169000,USD,169000,4,US,0,US,M,2
960,2023,SE,3,FT,2,Data Analyst,1,169000,USD,169000,4,US,0,US,M,2
1144,2023,SE,3,FT,2,Data Analyst,1,169000,USD,169000,4,US,0,US,M,2
1152,2023,SE,3,FT,2,Data Architect,6,170000,USD,170000,4,US,100,US,M,2
1216,2023,SE,3,FT,2,Data Architect,6,170000,USD,170000,4,US,100,US,M,2
1273,2023,SE,3,FT,2,Data Engineer,2,170000,USD,170000,4,US,0,US,M,2
1415,2023,SE,3,FT,2,Data Engineer,2,170000,USD,170000,4,US,0,US,M,2
1478,2023,SE,3,FT,2,Data Engineer,2,170000,USD,170000,4,US,0,US,M,2
1503,2023,SE,3,FT,2,Data Engineer,2,170000,USD,170000,4,US,0,US,M,2
1510,2023,SE,3,FT,2,Data Engineer,2,170000,USD,170000,4,US,100,US,M,2
1567,2023,SE,3,FT,2,Data Engineer,2,170000,USD,170000,4,US,100,US,M,2
1690,2023,SE,3,FT,2,Data Engineer,2,170000,USD,170000,4,US,100,US,M,2
1744,2023,SE,3,FT,2,Analytics Engineer,3,170000,USD,170000,4,US,100,US,M,2
1763,2023,SE,3,FT,2,Machine Learning Engineer,4,170000,USD,170000,4,US,0,US,M,2
1806,2023,SE,3,FT,2,Machine Learning Engineer,4,170000,USD,170000,4,US,0,US,M,2
1819,2023,SE,3,FT,2,Machine Learning Software Engineer,4,170000,USD,170000,4,US,0,US,M,2
1122,2023,SE,3,FT,2,Data Scientist,5,170000,USD,170000,4,US,0,US,M,2
728,2023,SE,3,FT,2,Data Scientist,5,170000,USD,170000,4,US,0,US,M,2
515,2023,SE,3,FT,2,Data Scientist,5,170000,USD,170000,4,US,0,US,M,2
1749,2023,SE,3,FT,2,Data Scientist,5,170000,USD,170000,4,US,100,US,M,2
150,2023,SE,3,FT,2,Data Scientist,5,170000,USD,170000,4,US,0,US,M,2
285,2023,SE,3,FT,2,Data Scientist,5,170000,USD,170000,4,US,100,US,M,2
468,2023,MI,2,FT,2,Data Scientist,5,170000,USD,170000,4,US,0,US,M,2
698,2023,SE,3,FT,2,Data Scientist,5,170000,USD,170000,4,US,100,US,M,2
931,2023,SE,3,FT,2,Data Scientist,5,170000,USD,170000,4,US,100,US,M,2
1623,2023,SE,3,FT,2,Data Analyst,1,170500,USD,170500,4,US,100,US,M,2
1402,2023,SE,3,FT,2,Data Analyst,1,170550,USD,170550,4,US,100,US,M,2
826,2023,SE,3,FT,2,Data Scientist,5,170730,USD,170730,4,US,0,US,M,2
131,2023,SE,3,FT,2,Data Engineer,2,171250,USD,171250,4,US,0,US,M,2
1798,2023,MI,2,FT,2,Machine Learning Infrastructure Engineer,4,171600,USD,171600,4,US,0,US,M,2
1743,2023,SE,3,FT,2,Machine Learning Infrastructure Engineer,4,171600,USD,171600,4,US,0,US,M,2
293,2023,SE,3,FT,2,Data Scientist,5,172000,USD,172000,4,US,0,US,M,2
35,2023,SE,3,FT,2,Data Scientist,5,172100,USD,172100,4,US,0,US,M,2
167,2023,SE,3,FT,2,Machine Learning Engineer,4,172200,USD,172200,4,US,0,US,M,2
685,2023,SE,3,FT,2,Machine Learning Engineer,4,172200,USD,172200,4,US,0,US,M,2
1234,2023,SE,3,FT,2,Machine Learning Engineer,4,172200,USD,172200,4,US,0,US,M,2
1285,2023,SE,3,FT,2,Machine Learning Engineer,4,172200,USD,172200,4,US,0,US,M,2
1370,2023,SE,3,FT,2,Machine Learning Engineer,4,172200,USD,172200,4,US,0,US,M,2
233,2023,SE,3,FT,2,Data Scientist,5,172500,USD,172500,4,US,100,US,M,2
1343,2023,SE,3,FT,2,Data Engineer,2,172600,USD,172600,4,US,100,US,M,2
95,2023,SE,3,FT,2,Data Engineer,2,172800,USD,172800,4,US,0,US,M,2
1256,2023,SE,3,FT,2,Analytics Engineer,3,173000,USD,173000,4,US,100,US,M,2
617,2023,SE,3,FT,2,Data Scientist,5,173000,USD,173000,4,US,100,US,M,2
777,2023,SE,3,FT,2,Data Architect,6,174500,USD,174500,4,US,0,US,M,2
952,2023,SE,3,FT,2,Data Architect,6,174500,USD,174500,4,US,0,US,M,2
1079,2023,SE,3,FT,2,Data Architect,6,174500,USD,174500,4,US,0,US,M,2
1360,2023,SE,3,FT,2,Data Architect,6,174500,USD,174500,4,US,0,US,M,2
787,2023,SE,3,FT,2,Data Architect,6,174500,USD,174500,4,US,0,US,M,2
942,2023,SE,3,FT,2,Data Analyst,1,175000,USD,175000,4,US,0,US,M,2
1081,2023,SE,3,FT,2,Data Analyst,1,175000,USD,175000,4,US,0,US,M,2
1362,2023,SE,3,FT,2,Data Analyst,1,175000,USD,175000,4,US,100,US,M,2
609,2023,SE,3,FT,2,Data Analyst,1,175000,USD,175000,4,US,0,US,M,2
981,2023,SE,3,FT,2,Data Engineer,2,175000,USD,175000,4,US,100,US,M,2
1064,2023,EX,4,FT,2,Data Engineer,2,175000,USD,175000,4,US,0,US,M,2
1239,2023,SE,3,FT,2,Data Engineer,2,175000,USD,175000,4,US,100,US,M,2
754,2023,MI,2,FT,2,Data Engineer,2,175000,USD,175000,4,US,0,US,M,2
103,2023,MI,2,FT,2,Data Engineer,2,175000,USD,175000,4,US,0,US,M,2
499,2023,EX,4,FT,2,Data Engineer,2,175000,USD,175000,4,US,0,US,M,2
532,2023,MI,2,FT,2,Data Engineer,2,175000,USD,175000,4,US,0,US,M,2
